5.768605842604301870e-05,5.536879325518384576e-05,2.404221013421192765e-04,7.957761408761143684e-05,3.063197364099323750e-04,3.597899973392486572e-01,2.311356074642390013e-04,1.367758065462112427e-01,2.382561750710010529e-02,4.786380827426910400e-01
5.657675862312316895e-02,2.106361556798219681e-03,3.329428434371948242e-01,1.646667346358299255e-02,2.993240952491760254e-01,1.258335250895470381e-04,2.635938227176666260e-01,2.832356040016748011e-05,2.867437526583671570e-02,1.609013997949659824e-04
2.865383774042129517e-02,7.280140519142150879e-01,2.605424495413899422e-03,2.278778702020645142e-01,4.646518733352422714e-03,2.432032779324799776e-04,6.880994420498609543e-03,4.355488345026969910e-04,5.555106326937675476e-04,8.717699529370293021e-05
2.865383774042129517e-02,7.280140519142150879e-01,2.605424495413899422e-03,2.278778702020645142e-01,4.646518733352422714e-03,2.432032779324799776e-04,6.880994420498609543e-03,4.355488345026969910e-04,5.555106326937675476e-04,8.717699529370293021e-05
7.405200600624084473e-02,2.970883855596184731e-03,3.099546134471893311e-01,2.253234945237636566e-02,2.893954217433929443e-01,1.434635632904246449e-04,2.713056802749633789e-01,3.364871736266650259e-05,2.943001873791217804e-02,1.818067248677834868e-04
8.356259018182754517e-02,4.912456870079040527e-01,7.966145873069763184e-03,3.801417946815490723e-01,1.407392788678407669e-02,1.942156523000448942e-04,2.129960618913173676e-02,2.301146741956472397e-04,1.190326758660376072e-03,9.558448800817131996e-05
6.772524863481521606e-02,2.517824294045567513e-03,3.254724442958831787e-01,1.960813440382480621e-02,2.923223376274108887e-01,8.889663877198472619e-05,2.707528173923492432e-01,2.025048161158338189e-05,2.137839980423450470e-02,1.136707141995429993e-04
5.657675862312316895e-02,2.106361556798219681e-03,3.329428434371948242e-01,1.646667346358299255e-02,2.993240952491760254e-01,1.258335250895470381e-04,2.635938227176666260e-01,2.832356040016748011e-05,2.867437526583671570e-02,1.609013997949659824e-04
1.920501927088480443e-05,3.570086264517158270e-04,2.975294773932546377e-05,1.404567447025328875e-04,5.207049980526790023e-05,2.920967340469360352e-01,3.829451452475041151e-05,5.985538959503173828e-01,3.875985275954008102e-03,1.048365607857704163e-01
2.353029594814870507e-05,3.731499018613249063e-04,3.133606514893472195e-05,1.594563946127891541e-04,5.512652205652557313e-05,2.952074110507965088e-01,4.220590926706790924e-05,5.907443165779113770e-01,4.034698940813541412e-03,1.093287840485572815e-01
5.848690494894981384e-02,2.187424339354038239e-03,3.323234617710113525e-01,1.707482896745204926e-02,2.982306778430938721e-01,1.127321229432709515e-04,2.653405666351318359e-01,2.550127101130783558e-05,2.607391588389873505e-02,1.440350606571882963e-04
4.673680086852982640e-05,5.587760097114369273e-05,1.887467078631743789e-04,7.164850103436037898e-05,2.435790083836764097e-04,3.649297356605529785e-01,1.830756227718666196e-04,1.489521712064743042e-01,1.915247738361358643e-02,4.661759436130523682e-01
2.248931377835106105e-05,3.101880138274282217e-04,3.685541742015630007e-05,1.401420886395499110e-04,6.294683407759293914e-05,3.057007193565368652e-01,4.657099998439662158e-05,5.721883177757263184e-01,4.707837011665105820e-03,1.167839169502258301e-01
9.606604278087615967e-02,4.437450468540191650e-01,9.135098196566104889e-03,4.082913696765899658e-01,1.627943664789199829e-02,1.967693970073014498e-04,2.448307722806930542e-02,2.200533199356868863e-04,1.483946223743259907e-03,9.912528184941038489e-05
5.657675862312316895e-02,2.106361556798219681e-03,3.329428434371948242e-01,1.646667346358299255e-02,2.993240952491760254e-01,1.258335250895470381e-04,2.635938227176666260e-01,2.832356040016748011e-05,2.867437526583671570e-02,1.609013997949659824e-04
3.603813424706459045e-02,6.869204640388488770e-01,3.325628815218806267e-03,2.576321363449096680e-01,5.928608588874340057e-03,2.347366244066506624e-04,8.798843249678611755e-03,3.847074694931507111e-04,6.468809442594647408e-04,8.980550774140283465e-05
5.657675862312316895e-02,2.106361556798219681e-03,3.329428434371948242e-01,1.646667346358299255e-02,2.993240952491760254e-01,1.258335250895470381e-04,2.635938227176666260e-01,2.832356040016748011e-05,2.867437526583671570e-02,1.609013997949659824e-04
5.657675862312316895e-02,2.106361556798219681e-03,3.329428434371948242e-01,1.646667346358299255e-02,2.993240952491760254e-01,1.258335250895470381e-04,2.635938227176666260e-01,2.832356040016748011e-05,2.867437526583671570e-02,1.609013997949659824e-04
2.968011656776070595e-03,2.307306131115183234e-04,1.680245436728000641e-02,1.398656750097870827e-03,1.967904902994632721e-02,3.579194098711013794e-02,1.466032117605209351e-02,9.748980402946472168e-03,8.585245609283447266e-01,4.019535705447196960e-02
